age,annual_income,total_debt,dependents,savings,credit_score,credit_utilization,missed_payments,employment_length,loan_amount,loan_term_months,defaulted
36,27968,19077,3,4913,681,0.45,5,18,6819,24,1
39,24944,28479,0,5091,469,0.76,5,16,2579,24,1
59,29446,5389,2,5821,838,0.12,0,13,6182,12,0
27,28586,37046,2,8169,555,0.86,5,21,7628,24,1
42,28828,26974,2,14582,581,0.62,4,15,6713,36,1
23,23338,25952,2,11692,569,0.74,5,15,5845,12,1
35,53411,38458,3,21219,669,0.48,2,16,12662,24,0
60,47174,48191,3,11107,582,0.68,5,13,10595,48,1
62,21847,10604,1,6383,689,0.32,5,24,5422,24,0
40,21531,24485,0,4015,539,0.76,4,6,2332,24,1
42,33821,3622,1,8582,781,0.07,2,18,17832,48,0
54,24436,30230,3,2258,513,0.82,4,3,4258,36,1
53,40004,41125,0,7501,500,0.69,7,8,23526,36,1
48,23163,14926,0,3731,693,0.43,3,4,4156,24,0
48,23343,13066,3,7366,683,0.37,2,2,7117,24,0
43,15675,8434,0,7475,689,0.36,3,21,7368,48,0
26,41064,8586,1,2517,783,0.14,3,10,9376,60,0
46,11130,8938,1,1507,606,0.54,3,14,4911,36,1
26,21654,22275,0,2992,604,0.69,8,15,6608,48,1
56,24842,11419,1,14013,771,0.31,3,22,12359,48,0
44,40889,44578,4,4407,480,0.73,6,6,7133,48,1
55,29651,22719,2,17446,641,0.51,4,10,4128,24,1
53,30997,5433,0,9200,737,0.12,0,18,6705,36,0
42,14147,17842,1,1879,519,0.84,6,10,2308,24,1
28,12628,12842,2,1176,596,0.68,8,4,3593,24,1
30,20863,24816,4,11292,534,0.79,6,14,3873,48,1
26,21232,7325,3,5359,775,0.23,1,2,5822,48,0
27,27198,8655,1,9317,748,0.21,2,23,3501,60,0
35,31841,29912,0,5960,612,0.63,4,22,15688,36,1
29,22512,17190,2,3167,657,0.51,4,12,4350,12,1
34,9605,2499,1,2620,757,0.17,2,1,3777,24,0
32,27456,25699,3,5638,614,0.62,4,22,12871,48,1
22,27334,11804,1,8556,739,0.29,2,19,11627,48,0
40,27857,33392,2,4536,542,0.8,5,13,13942,36,1
62,31185,4041,2,12228,817,0.09,2,22,14594,36,0
37,31020,27601,1,2252,558,0.59,3,20,12169,24,1
60,13298,5207,1,4145,825,0.26,1,9,2648,12,0
34,26723,13664,4,3990,690,0.34,4,19,9867,48,0
24,33791,22175,1,19263,623,0.44,4,12,7580,60,0
52,21774,14118,2,4149,694,0.43,3,1,7012,60,0
58,19802,4459,3,3910,837,0.15,0,4,9674,48,0
52,22818,27492,2,2181,502,0.8,5,14,11497,12,1
26,35084,26760,3,7429,603,0.51,6,20,9477,48,1
27,22403,9097,1,1516,750,0.27,3,2,7588,60,0
33,27554,17744,0,10025,666,0.43,3,22,16450,60,0
29,22603,23930,1,12072,596,0.71,5,15,9601,48,1
56,30477,28092,3,4268,568,0.61,3,1,7638,48,1
52,23159,5074,4,11543,787,0.15,2,20,9156,24,0
47,20973,18105,0,7065,607,0.58,4,9,6492,36,1
59,33342,24632,4,12609,698,0.49,3,23,7710,36,0
56,20193,11318,2,11481,706,0.37,2,20,6861,36,0
49,31239,16562,2,17159,722,0.35,2,1,16416,60,0
25,14811,14013,3,6477,578,0.63,3,13,7937,60,1
51,25352,25013,4,14683,641,0.66,3,16,9326,48,1
42,17436,10831,0,2720,641,0.41,2,17,2011,24,0
21,27331,4601,1,2603,819,0.11,1,15,7348,48,0
48,13323,9685,0,4055,672,0.48,3,0,2511,48,0
53,13382,10801,0,6792,688,0.54,3,22,1560,12,0
63,39343,22432,0,3399,635,0.38,5,9,11434,12,0
57,30010,27506,3,9380,553,0.61,4,5,7003,24,1
48,22577,19252,1,5891,617,0.57,4,6,10284,24,1
32,26274,28966,1,6052,557,0.73,5,19,15588,48,1
40,10958,8080,3,1417,627,0.49,6,8,4916,12,1
54,23297,13066,0,11755,710,0.37,2,14,5678,24,0
51,56507,56044,0,32762,562,0.66,4,5,26279,12,1
32,31630,10411,4,4109,770,0.22,2,21,16951,24,0
38,28951,14985,2,14771,753,0.35,3,17,8889,12,0
41,26320,25812,1,12838,555,0.65,5,11,4851,24,1
26,53282,56432,1,5601,529,0.71,6,21,14810,12,1
61,26283,30538,2,12857,580,0.77,4,1,10487,12,1
36,29710,13689,1,4316,721,0.31,2,19,15166,48,0
43,16284,18778,4,1457,460,0.77,5,22,9717,60,1
64,20455,19006,2,1024,586,0.62,5,12,4909,60,1
29,19775,20503,1,3769,514,0.69,5,10,4767,48,1
30,25345,27748,0,1680,582,0.73,5,10,9757,48,1
39,12903,16420,3,2383,468,0.85,7,3,5225,60,1
46,36695,32187,2,7282,485,0.58,3,4,4880,12,1
21,45192,22020,0,24527,762,0.32,2,12,7034,24,0
32,11693,8356,1,3232,632,0.48,3,13,2667,36,0
63,16158,19416,2,7710,559,0.8,5,3,7062,36,1
62,32816,27057,3,6974,578,0.55,3,16,11578,12,1
60,43266,4497,4,23421,805,0.07,3,6,22492,24,0
29,40791,26941,1,5985,666,0.44,4,19,24262,36,0
47,53175,22762,4,5149,743,0.29,2,5,7910,36,0
38,55919,60064,1,24085,499,0.72,5,10,25577,60,1
28,20207,10509,0,8547,711,0.35,3,6,4117,36,0
40,18784,24197,2,9868,470,0.86,6,9,7412,12,1
24,32841,35279,3,9413,572,0.72,4,4,5500,12,1
58,52411,63334,1,30286,491,0.81,4,15,31015,36,1
62,16415,20586,4,8722,479,0.84,6,12,5299,12,1
60,31332,9436,0,17853,693,0.2,2,22,16884,12,0
23,24862,31420,0,8311,469,0.84,6,2,11623,48,1
40,58935,6175,2,23498,805,0.07,0,0,30313,12,0
63,19178,14031,4,2043,609,0.49,3,14,7502,12,1
48,30274,23753,4,6183,653,0.52,5,24,15340,36,1
21,20639,6535,4,4041,720,0.21,1,7,3585,48,0
31,21039,18697,3,5931,549,0.59,4,14,6262,24,1
63,22255,5867,2,7615,796,0.18,1,2,3683,60,0
64,29462,33033,1,11637,553,0.75,5,18,15238,60,1
48,43671,5695,0,14590,819,0.09,0,10,15278,12,0
21,27380,25619,1,13266,600,0.62,4,10,13614,24,1
63,31931,6187,3,11317,725,0.13,0,16,17010,36,0
59,9787,10927,4,4755,475,0.74,5,20,4549,12,1
42,42241,4975,1,22408,780,0.08,1,22,20331,12,0
50,22444,12476,4,8445,728,0.37,3,21,10894,36,0
42,14002,13044,1,5998,561,0.62,4,1,4419,24,1
59,45383,45985,4,8919,635,0.68,6,20,6283,24,1
30,25546,15281,4,12008,653,0.4,2,20,3283,60,0
59,19043,23302,1,6773,515,0.82,4,0,10333,60,1
28,22336,7184,1,12101,777,0.21,1,18,7407,36,0
57,15678,13218,3,2910,657,0.56,5,2,7610,60,1
63,19735,2560,2,4562,734,0.09,2,24,6135,60,0
61,25195,25493,4,9577,621,0.67,4,19,14451,48,1
57,14291,13756,4,3560,606,0.64,4,7,8151,48,1
64,22041,22929,0,1342,620,0.69,5,5,2241,24,1
44,21994,19750,0,5961,680,0.6,6,5,3129,12,1
26,16664,19149,3,3903,535,0.77,4,0,3472,48,1
56,18608,17050,4,2460,680,0.61,3,2,3065,24,1
33,24397,12922,1,1346,733,0.35,3,22,12054,48,0
60,13504,8404,0,6885,672,0.41,4,0,1724,12,0
50,23358,21823,2,3476,548,0.62,3,20,4608,48,1
52,30274,28468,4,8478,605,0.63,3,23,6535,24,1
47,87286,83585,4,30269,589,0.64,4,13,29617,36,1
34,22764,5378,3,9265,842,0.16,4,10,4175,48,0
63,14935,5418,4,8645,776,0.24,2,2,8582,48,0
48,11474,14312,0,1274,525,0.83,5,7,3303,12,1
43,26135,11666,0,6156,720,0.3,1,3,12910,36,0
61,31980,40029,0,7833,494,0.83,5,10,12782,60,1
60,15739,16844,4,2367,589,0.71,6,0,3804,48,1
53,21099,10061,0,6503,649,0.32,2,4,10404,12,0
35,28535,33666,2,15996,624,0.79,5,10,16479,36,1
52,15325,7525,2,6673,777,0.33,2,19,6396,36,0
25,27121,11801,1,3376,652,0.29,2,22,12821,60,0
53,25860,18868,3,10465,637,0.49,3,10,4860,60,0
52,15162,15042,2,3857,615,0.66,3,12,8944,36,1
51,30787,7338,2,9789,820,0.16,0,1,15927,24,0
54,23038,11716,4,5402,722,0.34,3,11,2825,24,0
33,23958,7909,0,6942,674,0.22,2,9,10618,24,0
59,18645,7049,1,4546,776,0.25,3,4,6611,24,0
38,20603,3678,4,4280,832,0.12,2,16,4114,36,0
52,37376,31155,2,8765,705,0.56,3,10,8238,12,0
29,30519,27504,3,12360,680,0.6,3,1,4291,60,0
50,47318,29331,3,10578,556,0.41,4,6,5630,12,1
28,82361,62231,0,45583,702,0.5,3,11,28747,60,0
30,18674,5090,2,4223,772,0.18,1,13,8041,60,0
53,39464,25209,1,20464,679,0.43,4,18,8142,36,1
51,35374,19069,2,8253,700,0.36,2,13,20914,12,0
50,20838,2887,4,1461,829,0.09,1,18,2250,60,0
25,25446,18488,4,13599,668,0.48,3,23,9687,60,0
55,34974,31975,3,17927,587,0.61,3,16,12910,12,1
51,44666,35635,0,10220,660,0.53,3,0,25308,12,0
33,44910,23507,0,15587,627,0.35,3,20,14032,12,0
46,38745,6628,0,16669,839,0.11,2,17,8096,24,0
61,15487,8180,3,9001,682,0.35,2,14,2354,48,0
47,28325,29260,2,14500,639,0.69,5,22,14040,48,1
31,29709,34819,0,10487,538,0.78,6,5,15746,24,1
22,20931,20595,2,2974,559,0.66,3,11,2387,48,1
43,36758,9106,3,15450,734,0.17,2,3,18224,24,0
42,29549,12434,2,7941,741,0.28,1,14,5903,48,0
29,27953,5357,0,2965,850,0.13,3,16,7068,36,0
24,11188,5634,2,2603,712,0.34,3,23,4025,48,0
23,37550,13010,2,11522,708,0.23,2,5,19588,60,0
46,16235,19260,0,6780,495,0.79,6,20,5167,36,1
34,13802,7448,0,4757,723,0.36,4,24,1418,12,0
27,16536,4679,4,5261,767,0.19,2,14,6282,36,0
27,25660,14737,4,14978,764,0.38,2,4,13716,24,0
54,18178,7676,3,1893,750,0.28,2,13,4079,12,0
22,29611,5927,3,2610,850,0.13,2,20,13164,36,0
46,19868,19719,4,8975,537,0.66,4,22,7930,48,1
27,29357,37515,1,16765,556,0.85,6,20,3900,36,1
35,28366,20464,1,8953,693,0.48,3,22,7388,12,0
53,9905,6853,1,5042,602,0.46,2,18,2140,24,0
46,25893,23007,4,10593,598,0.59,3,10,6646,36,1
45,21614,23957,3,9674,507,0.74,4,2,7331,24,1
35,18815,3508,3,5360,809,0.12,2,4,2573,60,0
57,46676,58433,0,25820,599,0.83,6,5,18204,48,1
25,26561,28512,4,9006,566,0.72,6,19,7493,60,1
53,50557,35722,2,30298,647,0.47,4,3,27722,12,0
36,38530,19899,2,7669,724,0.34,2,0,17916,24,0
37,25168,14071,2,11536,717,0.37,2,19,9068,48,0
57,52196,62341,3,23099,550,0.8,6,13,14291,36,1
29,16914,3579,0,7581,802,0.14,0,14,8994,60,0
21,26106,10536,1,11407,746,0.27,2,12,8696,60,0
39,21673,6485,0,9184,850,0.2,2,13,10237,60,0
22,14744,11822,1,2492,548,0.53,5,4,5976,60,1
29,26184,11579,3,3360,756,0.29,3,0,5862,48,0
40,18658,15920,1,3266,648,0.57,3,17,2161,36,0
59,28910,6998,1,4706,830,0.16,0,23,8936,60,0
25,61499,77205,2,11734,480,0.84,5,22,18045,60,1
47,14774,4940,3,6213,786,0.22,1,13,1515,36,0
55,26543,17748,3,15157,634,0.45,3,14,10952,60,0
60,13264,16018,3,2467,440,0.81,7,21,7624,24,1
35,22595,7065,2,10311,730,0.21,2,0,10559,36,0
58,32113,15590,3,17066,721,0.32,3,4,10590,36,0
30,11372,5926,0,6410,664,0.35,2,16,3732,48,0
25,34165,7047,3,17387,845,0.14,4,13,10484,36,0
38,19153,19701,2,6145,516,0.69,7,23,5471,48,1
63,37735,41043,4,5475,550,0.73,4,19,5075,24,1
44,22889,9771,4,6896,717,0.28,4,9,10353,12,0
54,25068,9486,3,8875,827,0.25,1,24,5875,60,0
52,27261,12598,4,10297,772,0.31,1,16,8984,60,0
58,43966,26230,1,16248,696,0.4,3,3,19279,36,0
46,28886,32848,1,5722,541,0.76,5,17,10658,36,1
23,15250,8252,1,6764,769,0.36,5,6,3602,48,0
52,21334,6562,2,4116,848,0.21,1,22,3776,36,0
37,20807,25147,2,7671,463,0.81,7,6,9398,12,1
47,17588,18255,2,9795,559,0.69,4,5,9588,48,1
26,21894,17204,0,1923,644,0.52,6,5,7289,36,1
39,59023,71455,3,27603,574,0.81,4,15,17557,12,1
55,22191,23105,4,5412,590,0.69,5,18,2784,48,1
51,20576,23222,3,7880,590,0.75,6,16,11587,24,1
50,16752,5269,3,7530,753,0.21,2,19,9650,60,0
52,95076,60883,1,6099,663,0.43,2,21,49569,12,0
43,23422,3783,4,8923,754,0.11,2,8,7847,48,0
33,31025,5577,4,2781,789,0.12,0,19,18070,12,0
27,13176,6074,2,1892,728,0.31,4,16,2577,24,0
51,22885,22969,0,13332,584,0.67,5,14,3077,36,1
56,15369,18545,4,5887,491,0.8,5,2,3424,60,1
24,19785,3654,0,10374,816,0.12,0,5,4701,60,0
62,24534,16215,2,12497,609,0.44,2,12,7500,36,0
26,13840,14091,4,5202,567,0.68,4,12,7194,48,1
60,44847,20090,4,25646,714,0.3,1,11,5218,36,0
44,20719,9949,0,9441,710,0.32,2,13,5252,24,0
46,32952,25178,0,6244,662,0.51,6,2,12591,24,1
54,59709,72109,2,17362,557,0.81,4,22,34826,24,1
46,44959,29269,0,2427,711,0.43,3,8,13595,60,0
45,8956,4826,2,768,651,0.36,3,8,4517,24,0
59,24242,23538,2,7661,587,0.65,4,19,9294,60,1
22,27737,18586,2,4386,647,0.45,5,12,5004,12,1
55,22233,28331,2,1539,489,0.85,6,18,6439,36,1
21,28201,13215,2,9310,728,0.31,2,6,7931,36,0
28,32291,4760,0,14870,850,0.1,0,24,18556,36,0
53,26909,6217,3,12898,788,0.15,0,10,14596,36,0
60,48949,24117,3,5544,745,0.33,3,14,20845,60,0
37,22367,23074,2,1868,559,0.69,7,1,12761,24,1
29,17251,11242,4,1542,598,0.43,4,1,10243,36,1
21,20792,16713,2,8691,662,0.54,5,22,3293,24,1
64,18913,15856,4,7317,649,0.56,3,16,3170,12,1
56,39589,8679,4,6924,805,0.15,0,19,16753,48,0
39,13678,12281,1,4739,584,0.6,3,4,1381,36,1
33,26812,3627,3,9181,825,0.09,1,2,3578,48,0
36,39328,9402,3,18251,761,0.16,0,14,8574,12,0
39,20607,20877,3,6302,537,0.68,6,3,3532,48,1
61,20367,8892,0,11409,833,0.29,3,3,3867,12,0
30,18195,17810,0,4506,655,0.65,3,14,5850,12,0
57,33298,40174,3,17755,506,0.8,5,20,12140,24,1
35,26730,6599,0,6931,774,0.16,2,13,10679,48,0
43,25213,30029,4,11801,440,0.79,5,17,9519,12,1
26,19155,5126,1,5143,734,0.18,2,6,4071,48,0
22,20857,20449,0,2976,617,0.65,5,4,10780,60,1
61,37610,30847,1,18678,650,0.55,4,3,8126,12,1
63,32975,39313,0,5464,534,0.79,4,8,4164,36,1
30,35319,14514,0,14083,722,0.27,2,5,14364,60,0
59,44059,11675,2,16863,774,0.18,2,6,24586,12,0
52,16551,8030,2,8305,791,0.32,3,14,2093,48,0
57,24035,21258,3,8515,640,0.59,3,10,7846,60,1
31,34115,43299,1,2124,435,0.85,7,4,8397,12,1
62,28134,3504,1,13774,825,0.08,0,16,11504,60,0
48,11990,9090,4,5329,651,0.51,4,3,5879,60,1
38,58171,51460,3,18879,666,0.59,4,17,22223,12,1
49,16662,15736,4,2961,630,0.63,4,8,7145,60,1
28,24942,8065,4,14938,699,0.22,1,5,4199,60,0
23,20555,21591,1,10921,587,0.7,5,3,9045,60,1
47,31825,31987,0,10320,590,0.67,6,8,15730,60,1
41,10542,1658,3,3386,753,0.1,0,6,4939,36,0
46,28619,22334,4,15122,674,0.52,6,7,15123,48,1
60,32794,26162,1,18362,556,0.53,3,1,16360,60,1
21,42621,4973,1,23836,787,0.08,2,16,8633,36,0
38,16036,3780,4,5792,796,0.16,0,24,5916,24,0
26,36691,10073,3,11985,732,0.18,1,11,7257,12,0
30,34406,16918,4,6991,736,0.33,3,12,12275,36,0
48,18333,5702,4,1418,728,0.21,2,9,4478,60,0
64,26627,31430,0,2478,551,0.79,8,7,6069,60,1
41,19280,20829,0,4853,570,0.72,6,6,10431,36,1
49,16182,7755,4,4294,737,0.32,1,23,9268,36,0
47,28101,29898,1,15141,636,0.71,6,6,14064,24,1
34,51638,12938,0,26726,834,0.17,1,5,21271,24,0
40,32967,37458,3,9163,490,0.76,5,7,18011,24,1
43,16709,10577,2,4865,681,0.42,4,19,6909,36,0
29,18330,15862,4,2312,674,0.58,4,10,9843,60,1
49,34800,16792,2,16028,692,0.32,2,3,17718,12,0
26,38110,44943,3,13431,561,0.79,5,17,14050,24,1
55,44652,21758,0,2772,812,0.32,2,12,23842,12,0
39,35618,21027,4,7488,586,0.39,3,11,12103,60,0
63,20670,4509,1,11146,844,0.15,3,24,6066,48,0
62,12498,4576,2,3997,712,0.24,1,5,2108,60,0
59,38853,5870,4,6136,836,0.1,2,12,13275,24,0
32,29733,18883,1,6129,667,0.42,2,15,6074,12,0
48,27012,30380,2,9768,544,0.75,5,7,10940,48,1
43,25596,23073,4,11462,586,0.6,4,6,6692,24,1
54,10392,4828,1,583,766,0.31,5,24,4808,60,0
34,31054,19290,0,4897,671,0.41,4,2,13279,36,0
51,31974,7464,4,7011,746,0.16,0,14,3642,48,0
27,36398,44516,0,14901,501,0.82,6,4,21402,24,1
56,16690,10050,1,1164,728,0.4,4,10,3716,48,0
36,54807,34561,0,24101,646,0.42,4,10,27277,24,0
59,52431,66475,2,19066,511,0.85,5,14,26386,12,1
52,24633,9449,3,9130,784,0.26,1,10,12193,24,0
47,13051,7250,0,1870,699,0.37,3,3,4072,36,0
62,27090,33509,2,11844,460,0.82,5,22,3963,12,1
45,21354,19689,4,4299,553,0.61,4,16,12709,12,1
59,31561,17320,4,4053,630,0.37,2,0,11414,24,0
42,24748,3233,3,5966,762,0.09,2,18,11961,24,0
27,36303,13590,0,3276,734,0.25,2,20,3774,60,0
54,37508,26609,2,6886,641,0.47,2,1,4894,60,0
23,30058,18197,2,10862,724,0.4,2,7,3610,36,0
53,17924,17685,4,1824,482,0.66,3,16,9598,36,1
36,28244,26685,2,12225,626,0.63,3,11,11223,48,1
58,27772,32628,1,12322,528,0.78,4,15,2974,60,1
53,22307,9364,2,6053,773,0.28,1,14,8863,12,0
49,29248,16286,3,4530,737,0.37,2,7,9315,36,0
35,46622,45776,3,21945,608,0.65,5,11,14365,12,1
40,33699,30903,4,14262,640,0.61,3,23,4810,24,1
60,16276,12209,1,9342,643,0.5,4,4,9067,48,0
43,20475,12397,3,8152,631,0.4,3,19,11829,12,0
26,37991,35174,4,20595,547,0.62,4,14,11054,60,1
26,47743,31281,3,15268,672,0.44,2,22,13891,24,0
47,17636,2062,2,7499,786,0.08,0,18,7608,48,0
35,9310,8467,4,566,673,0.61,4,12,3682,60,0
36,45341,48061,2,17483,579,0.71,5,2,14858,48,1
26,21584,22518,3,9091,532,0.7,6,11,6826,24,1
40,25083,12176,1,9848,737,0.32,2,22,5560,60,0
47,21739,22699,1,9242,621,0.7,4,4,9801,48,1
30,11099,4977,4,3147,750,0.3,2,1,2162,48,0
47,14263,12254,3,8341,624,0.57,4,20,2196,24,1
25,17828,11240,3,2086,728,0.42,3,17,7817,60,0
33,19402,13786,1,11305,677,0.47,3,7,5942,12,0
62,41011,15280,4,14966,718,0.25,1,1,10276,60,0
43,36353,10302,4,15093,744,0.19,2,10,21469,12,0
49,21473,10780,2,2992,689,0.33,6,1,10671,24,0
50,16482,14551,0,4671,604,0.59,5,9,3808,48,1
61,48606,35326,1,13748,655,0.48,2,0,8511,60,0
33,27687,29233,4,15774,534,0.7,4,7,11986,36,1
23,13946,5995,1,6311,754,0.29,1,22,2953,60,0
61,28291,21097,2,6616,635,0.5,2,12,3792,48,0
35,23071,27429,3,1679,453,0.79,6,10,3144,12,1
40,18757,11873,1,7978,718,0.42,4,10,4666,12,0
52,20276,10694,0,10001,739,0.35,2,3,8117,36,0
37,30886,39058,1,4177,486,0.84,5,17,8471,36,1
27,22566,26239,2,2366,476,0.78,4,10,9859,12,1
34,24205,3174,2,13016,761,0.09,0,9,4313,36,0
40,19570,18490,1,7328,560,0.63,4,14,9159,12,1
51,39784,15003,4,22143,744,0.25,1,0,21084,24,0
24,23692,3574,1,7288,826,0.1,1,11,3220,60,0
40,31179,12568,4,7390,743,0.27,2,11,14000,48,0
64,27609,13482,4,1560,731,0.33,1,2,10182,24,0
63,28111,5187,2,11979,809,0.12,1,15,13420,24,0
57,34509,40581,0,15758,595,0.78,5,9,13435,36,1
53,19209,24654,0,2099,495,0.86,7,2,9270,12,1
53,21521,11108,4,1683,717,0.34,2,7,4026,12,0
30,21399,4118,3,2618,813,0.13,0,6,10278,60,0
40,23689,11510,2,11370,666,0.32,1,14,6480,12,0
21,20054,13534,0,1281,707,0.45,2,15,8483,12,0
57,39854,19765,4,20617,765,0.33,2,16,16681,24,0
56,28959,14790,3,7668,751,0.34,2,1,9942,60,0
43,28405,26225,4,7751,674,0.62,5,23,11005,60,1
24,46322,52188,3,17068,478,0.75,5,1,17812,36,1
62,43565,32742,2,16579,614,0.5,4,9,21929,60,1
35,25604,20562,0,12671,561,0.54,4,4,4890,36,1
39,54318,44852,0,12571,623,0.55,3,21,18167,36,0
21,18936,6960,2,5952,667,0.25,1,23,2867,12,0
44,35064,12391,3,10632,807,0.24,3,22,13489,36,0
30,18698,2666,4,2632,842,0.1,1,0,10982,48,0
49,52490,18043,0,5126,786,0.23,4,9,9464,24,0
53,22028,12727,3,2125,703,0.39,3,2,12138,24,0
26,34124,15102,0,19298,728,0.3,3,22,7809,60,0
63,31438,21911,4,15269,700,0.46,2,6,7915,48,0
29,25442,25607,4,1856,536,0.67,4,23,7950,60,1
32,12538,8151,4,6579,708,0.43,3,20,3104,12,0
58,19061,19269,1,9425,593,0.67,5,12,1958,36,1
56,60717,8990,3,31755,832,0.1,1,16,10533,12,0
29,39956,29570,1,9449,633,0.49,4,4,23775,36,0
62,34081,23654,2,10569,647,0.46,2,5,7928,36,0
40,25629,20543,1,4323,558,0.53,4,23,15284,24,1
46,31246,34531,2,4375,637,0.74,5,2,16641,36,1
26,34332,32570,3,1937,609,0.63,5,12,12005,24,1
37,18986,1942,2,2732,850,0.07,0,22,1908,48,0
31,36028,37391,1,5632,581,0.69,4,14,7450,24,1
55,32595,34429,0,6720,606,0.7,5,15,13789,60,1
62,20143,7096,4,9975,809,0.23,2,0,10556,48,0
46,22908,18184,1,8550,658,0.53,4,15,6645,24,0
49,15960,17009,2,6827,582,0.71,6,13,8894,36,1
32,18641,8483,0,7223,762,0.3,1,20,7716,48,0
24,15025,6597,3,4564,752,0.29,3,0,7797,36,0
44,28058,33601,2,2174,504,0.8,5,16,11623,60,1
58,25382,5709,4,6919,788,0.15,1,11,10659,60,0
30,18270,20366,4,10552,592,0.74,5,14,2947,48,1
28,21849,13928,3,1807,689,0.42,3,2,8589,36,0
37,44862,7649,0,24871,827,0.11,0,17,21073,48,0
40,57932,39663,0,13538,699,0.46,2,14,34624,48,0
39,21884,21226,3,4414,643,0.65,3,16,6965,24,1
34,14113,17306,4,7142,549,0.82,4,16,3207,48,1
54,29007,18828,4,5050,666,0.43,4,18,8043,36,0
63,19677,25118,0,3929,507,0.85,5,1,9677,12,1
27,32391,6022,4,7764,755,0.12,0,3,13365,48,0
27,24422,4692,2,5914,774,0.13,2,16,13061,12,0
30,32877,5285,1,17226,847,0.11,1,0,17981,12,0
30,64922,26536,1,37079,772,0.27,2,12,8835,36,0
25,47697,7255,2,18095,768,0.1,3,16,9738,24,0
55,39914,40403,4,3436,571,0.67,5,15,17082,60,1
31,13889,5892,2,6181,711,0.28,1,0,2484,24,0
38,22166,18398,1,5298,588,0.55,5,13,4705,36,1
62,50644,23814,0,25820,748,0.31,3,0,28383,48,0
21,50647,27152,3,29988,713,0.36,4,14,27373,60,0
62,45327,29947,1,11534,667,0.44,3,0,8696,12,0
41,47573,59038,4,6451,538,0.83,6,4,19206,60,1
34,21999,3419,0,10974,756,0.1,0,11,10845,60,0
46,15617,10578,4,3269,703,0.45,2,20,5166,12,0
57,22972,3960,2,12398,845,0.11,3,6,7283,48,0
59,27672,16444,0,15036,602,0.4,2,2,7696,60,0
49,13197,11265,3,2655,633,0.57,4,6,6642,36,1
53,23845,28600,1,1367,492,0.8,5,21,7658,48,1
58,28791,31828,4,4803,564,0.74,5,5,11809,36,1
27,11786,7804,4,2453,726,0.44,3,7,1730,24,0
61,70364,26141,1,28188,781,0.25,3,16,33069,24,0
55,27066,25727,1,13905,600,0.63,5,8,12891,60,1
26,41495,8977,0,11242,766,0.14,0,23,14217,24,0
43,13839,9961,4,6487,623,0.48,2,2,6288,24,1
42,15612,18274,2,6896,503,0.78,4,2,8879,60,1
24,26983,6011,3,5548,767,0.15,2,19,12990,60,0
44,36345,46754,3,20479,464,0.86,8,23,15310,48,1
38,19077,17145,1,11350,665,0.6,4,2,7109,12,0
62,30389,13213,2,15183,723,0.29,1,0,3066,48,0
44,30920,8378,1,15666,798,0.18,2,18,3892,48,0
36,51398,63377,4,26135,506,0.82,4,7,11373,36,1
61,31152,36342,2,13398,575,0.78,4,9,7081,36,1
32,23110,10372,4,12792,742,0.3,1,23,13507,12,0
46,28129,12573,1,15392,673,0.3,1,21,15014,12,0
28,20092,21540,0,4997,613,0.71,8,14,11441,48,1
52,18007,15722,2,8206,653,0.58,4,2,8128,24,1
37,16131,4675,0,8751,723,0.19,1,11,5992,36,0
21,32418,36375,4,16460,578,0.75,5,12,13507,48,1
40,14208,10595,0,4232,547,0.5,3,14,1681,36,1
41,22558,26753,4,1933,530,0.79,6,9,10697,12,1
28,32390,17113,0,10623,669,0.35,2,6,18363,36,0
44,31011,19919,4,6559,694,0.43,4,10,6423,48,1
38,44480,18138,4,25575,705,0.27,1,15,21534,24,0
27,29594,9173,4,4603,817,0.21,1,8,4403,24,0
24,24182,20418,0,12221,612,0.56,4,21,4604,12,1
63,12177,11643,0,5600,532,0.64,4,9,4037,24,1
28,31583,37409,0,14944,504,0.79,4,6,7948,48,1
61,33025,14590,4,18991,639,0.29,2,4,13713,60,0
42,17484,11693,1,5715,664,0.45,2,17,6352,48,0
32,32513,11317,0,12781,700,0.23,4,4,9310,48,0
41,24359,14626,2,8865,607,0.4,2,9,8629,48,0
21,21594,11057,1,6276,691,0.34,3,13,7584,60,0
59,17634,12735,4,5310,647,0.48,2,20,4044,36,0
36,43347,53411,2,2693,527,0.82,4,14,18313,60,1
44,14905,17342,0,3010,549,0.78,4,19,6355,60,1
28,11861,7802,1,6066,618,0.44,6,5,2818,24,1
63,19503,7843,2,5675,729,0.27,5,7,7819,36,0
53,82143,82963,3,11819,580,0.67,6,17,17077,36,1
57,23697,27587,0,5853,579,0.78,8,12,4747,60,1
36,28162,27810,3,11155,542,0.66,4,23,15006,36,1
25,62956,81800,2,5766,428,0.87,6,20,6737,36,1
55,16116,8382,0,5588,788,0.35,3,12,3318,60,0
45,14651,14622,3,1772,628,0.67,4,17,2309,60,1
43,39643,43441,1,21131,524,0.73,4,10,12081,36,1
38,54566,67428,1,23584,506,0.82,5,12,11472,24,1
26,9779,7320,1,4208,676,0.5,4,6,4779,60,0
60,35121,21761,4,2935,606,0.41,2,5,15758,36,0
62,10268,12424,1,5993,509,0.81,5,12,1952,60,1
56,24760,27512,0,2691,518,0.74,4,0,14285,12,1
60,44849,55316,2,25719,563,0.82,4,4,11405,60,1
